ticker,body,key_segments,nlp_text
TSLA,$TSLA SAY IT WITH ME    NEW  LOW  OF  DAY    WOO!!!!,SAY IT WITH ME NEW LOW OF DAY WOO!!!!,SAY IT WITH ME NEW LOW OF DAY WOO!!!!
TSLA,"$TSLA one more push plz, $430 more $$$ for weekend 🩸🩸🩸","one more push plz, more for weekend","one more push plz, more for weekend"
TSLA,$TSLA rebounding nicely. Maybe close green?,,
TSLA,$TSLA LOVE TESLA STOCK PATIENCE PATIENCE,LOVE TESLA STOCK PATIENCE PATIENCE,LOVE TESLA STOCK PATIENCE PATIENCE
TSLA,$TSLA  really!!,,
TSLA,$TSLA all the buyers disappeared 🤣,all the buyers disappeared,all the buyers disappeared
TSLA,$TSLA  respect!!,,
TSLA,$TSLA mm pumped to dump into retail. They will keep doing it till they reduce their position enough to tank it below the 420,mm pumped to dump into retail.,mm pumped to dump into retail.
TSLA,$TSLA it’s so cheap,it s so cheap,it s so cheap
TSLA,$TSLA,,
TSLA,$TSLA  coming to you!!!,,
TSLA,$TSLA made huge gains yesterday closing out my short position during the morning drop.  Then i got wrecked shorting at 434 only to watch it fly to nearly 450.  Really appreciative today gave me the opportunity to get out of the second trade even.  Will sit in cash for the weekend to see how this looks next week.,made huge gains yesterday closing out my short position during the morning drop.,made huge gains yesterday closing out my short position during the morning drop.
TSLA,$TSLA so like. Why the pump yesterday,,
TSLA,$TSLA LOD is IN.,,
TSLA,$TSLA normal V recovery always!!! Trust!!!,normal V recovery always!!!,normal V recovery always!!!
TSLA,$TSLA I’m telling you lot will drop to 408 then that will be a buy entry but for now don’t try catch the falling knife,I m telling you lot will drop to 408 then that will be a buy entry but for now don t try catch the falling knife,I m telling you lot will drop to 408 then that will be a buy entry but for now don t try catch the falling knife
TSLA,$TSLA next big drop incoming hold on,next big drop incoming hold on,next big drop incoming hold on
TSLA,$TSLA time to short the crap out of $TSLA,time to short the crap out of,time to short the crap out of
TSLA,"$TSLA  For the low low price of $12,500,000","For the low low price of ,500,000","For the low low price of ,500,000"
TSLA,$TSLA Zero buyers from start to finish the whole sesion    $SPY $QQQ,Zero buyers from start to finish the whole sesion,Zero buyers from start to finish the whole sesion
TSLA,"$TSLA   Just to be clear it wasn’t a prediction. It was always going to happen, unless the sweeps changed.  Very different than guessing.",Just to be clear it wasn t a prediction.,Just to be clear it wasn t a prediction.
TSLA,$NVDA $TSLA wouldnt be surprised if Musk sells his shares. In view of his deleted twitt.,wouldnt be surprised if Musk sells his shares.,wouldnt be surprised if Musk sells his shares.
TSLA,$TSLA is $432.50 puts about to see light? 😂😁,is .50 puts about to see light?,is .50 puts about to see light?
TSLA,$TSLA Easy does it now 😆,Easy does it now,Easy does it now
TSLA,$TSLA he might want to sort out the flooding and cars getting stuck in the one mile one first,he might want to sort out the flooding and cars getting stuck in the one mile one first,he might want to sort out the flooding and cars getting stuck in the one mile one first
TSLA,$TSLA never seen it just straight now in a very linear line all day long.   oddly weird but it is $TSLA,never seen it just straight now in a very linear line all day long. | oddly weird but it is,never seen it just straight now in a very linear line all day long. oddly weird but it is
TSLA,$TSLA retail not realizing when they buy the dips they’re allowing big money to exit,retail not realizing when they buy the dips they re allowing big money to exit,retail not realizing when they buy the dips they re allowing big money to exit
TSLA,$TSLA looks like puts it is then,looks like puts it is then,looks like puts it is then
TSLA,$TSLA - $290 stirke puts jan 2026 expiry coming in here. could be hedges but $420 breaks this could print,stirke puts jan 2026 expiry coming in here.,stirke puts jan 2026 expiry coming in here.
TSLA,$QS not sure why QS is not part of Morgan stanley National Security Index. It needs to be part of it. China can try to steal its IP as well. It just started generating revenues so it’s a lot better investment than $PLUG $MVST. Tesla doesn’t have many options for Solid State Batteries either $TSLA,Tesla doesn t have many options for Solid State Batteries either,Tesla doesn t have many options for Solid State Batteries either
TSLA,$TSLA Elon Musk is going to get u from NYC to London in 54 minutes ! 🤔.... Hard to believe that there are still actual gullible fools who  believe in this Ketamine Junkie&#39;s BS.  https://www.thebrighterside.news/post/elon-musk-unveils-20b-undersea-hyperloop-to-slash-new-york-london-travel-to-54-minutes/,Elon Musk is going to get u from NYC to London in 54 minutes !,Elon Musk is going to get u from NYC to London in 54 minutes !
TSLA,$TSLA you really have no idea what you&#39;re talking about do you? Chart says 426.00 close,you really have no idea what you re talking about do you?,you really have no idea what you re talking about do you?
TSLA,$TSLA  450 coming back!!😂😂😂😂😂😂😂😂😂😂😂😂,,
TSLA,$TSLA if we get any major moves might be worth jumping in,if we get any major moves might be worth jumping in,if we get any major moves might be worth jumping in
TSLA,$TSLA closed shorts thinking bottoms in just watching now,closed shorts thinking bottoms in just watching now,closed shorts thinking bottoms in just watching now
TSLA,$TSLA all I know is Elon has a K shaped CEO style,all I know is Elon has a K shaped CEO style,all I know is Elon has a K shaped CEO style
TSLA,"$TSLA  right and its been 4 months on the road climbing, guess what we dont stop here!!!","right and its been 4 months on the road climbing, guess what we dont stop here!!!","right and its been 4 months on the road climbing, guess what we dont stop here!!!"
TSLA,$TSLA anyone have a chart that I can look at,anyone have a chart that I can look at,anyone have a chart that I can look at
TSLA,$TSLA Optimus will do a brain surgery by 2/20/2026.,Optimus will do a brain surgery by 2 20 2026.,Optimus will do a brain surgery by 2 20 2026.
TSLA,$TSLA this &#39;gon hit 100M in volume and sell off into oblivion,this gon hit 100M in volume and sell off into oblivion,this gon hit 100M in volume and sell off into oblivion
TSLA,$TSLA LET&#39;SGOOO,,
TSLA,$TSLA dip buying resumes — brave ones only,dip buying resumes brave ones only,dip buying resumes brave ones only
TSLA,$TSLA is like a turd that wont flush,is like a turd that wont flush,is like a turd that wont flush
TSLA,$TSLA The ship is sinking,The ship is sinking,The ship is sinking
TSLA,$TSLA Elon asleep at the wheel asking for a GoFundMe hahahaha,Elon asleep at the wheel asking for a GoFundMe hahahaha,Elon asleep at the wheel asking for a GoFundMe hahahaha
TSLA,"@eematrading If $TSLA goes below 410 today I&#39;ll pay for your MasterClass... and as of 2:17pm EST today, my primary goal in life has been to never pay for a MasterClass",If goes below 410 today I ll pay for your MasterClass...,If goes below 410 today I ll pay for your MasterClass...
TSLA,$TSLA Holy fk this tape is rigged AF today. Just to crush calls at max pain 430. I’d prepare for a 30 min gap up into close,Holy fk this tape is rigged AF today.,Holy fk this tape is rigged AF today.
TSLA,$TSLA,,
TSLA,$TSLA fucking snowflake lol. Who tf blocks stranger on the internet!? You got no balls son. Stop talking.,,
TSLA,$TSLA Can we get $420 please?,Can we get please?,Can we get please?
TSLA,$TSLA   Friday options are dead so let the run up begin,Friday options are dead so let the run up begin,Friday options are dead so let the run up begin
TSLA,"$TSLA     But Tesler&#39;s got plenty of AI, right?","But Tesler s got plenty of AI, right?","But Tesler s got plenty of AI, right?"
TSLA,$TSLA Why hold here when you can buy back at $400.00,Why hold here when you can buy back at .00,Why hold here when you can buy back at .00
TSLA,TOP PLAY TO FINISH THE WEEK- BUY $EHTH common shares or options. A break today of $5.50 and we could go parabolic. 💰💰🚀🚀  $BYND $OPEN $AMD $TSLA,,
TSLA,$CENN maybe buyout by $TSLA,,
TSLA,"$TSLA monday pre mkt, we will be there!!!","monday pre mkt, we will be there!!!","monday pre mkt, we will be there!!!"
TSLA,$TSLA,,
TSLA,$TSLA about 30 mill shares short left.  Hoping to see the cover start before end of the day.... but ready to hold into Monday,about 30 mill shares short left.,about 30 mill shares short left.
TSLA,$TSLA biatch,,
TSLA,$TSLA  435 to 445!!!,,
TSLA,$TSLA stopped me out quick try again at 2.00 😂,stopped me out quick try again at 2.00,stopped me out quick try again at 2.00
TSLA,$TSLA kramer this kiss of death,kramer this kiss of death,kramer this kiss of death
TSLA,$TSLA OOPSIES new low of day!!!!,OOPSIES new low of day!!!!,OOPSIES new low of day!!!!
TSLA,"$SPY $TSLA If I had a dollar for every time I heard some idiot mention that we have a “ K “shaped economy In the last month. I wouldn’t have to post this. I have $100,000 and I could take the month off. LMFAO",If I had a dollar for every time I heard some idiot mention that we have a K shaped economy In the last month.,If I had a dollar for every time I heard some idiot mention that we have a K shaped economy In the last month.
TSLA,$TSLA   How is this not down 30% on that report?,How is this not down 30 on that report?,How is this not down 30 on that report?
TSLA,$TSLA oof a slow persistent sell off. How annoying.,oof a slow persistent sell off.,oof a slow persistent sell off.
TSLA,$TSLA -bulls deserve this after yesterday,bulls deserve this after yesterday,bulls deserve this after yesterday
TSLA,$TSLA $437 EOD,,
TSLA,"$TSLA  playing like a script, 420-400 next week 💪","playing like a script, 420 400 next week","playing like a script, 420 400 next week"
TSLA,"$TSLA  450 , botton done, welcome to new lows!!!","450 , botton done, welcome to new lows!!!","450 , botton done, welcome to new lows!!!"
TSLA,"$TSLA Is Tesla still a car company, or are we watching it evolve into something entirely new? #Tesla $TSLA   https://www.youtube.com/shorts/YpK5AXi4cNA","Is Tesla still a car company, or are we watching it evolve into something entirely new?","Is Tesla still a car company, or are we watching it evolve into something entirely new?"
TSLA,$TSLA how low,,
TSLA,$TSLA NEXT LEVEL DROP IS HERE. ENJOY 429.00,NEXT LEVEL DROP IS HERE.,NEXT LEVEL DROP IS HERE.
TSLA,$TSLA just saying,,
TSLA,$TSLA  😂😂😂😂😂😂,,
TSLA,$AAPL vs $TSLA — both up &gt;5% this week. Which one’s the real momentum play?,vs both up gt 5 this week.,vs both up gt 5 this week.
TSLA,"$TSLA   The no-growth growth company transitioning to a no-growth, no-profit growth company.","The no growth growth company transitioning to a no growth, no profit growth company.","The no growth growth company transitioning to a no growth, no profit growth company."
TSLA,$TSLA we are starting to do your bed!!!,we are starting to do your bed!!!,we are starting to do your bed!!!
TSLA,$TSLA I DON’T THINK $408 MAYBE $420,I DON T THINK MAYBE,I DON T THINK MAYBE
TSLA,"$TSLA $INTC If you sell now, you can at least keep your pants and only lose your shirt.","If you sell now, you can at least keep your pants and only lose your shirt.","If you sell now, you can at least keep your pants and only lose your shirt."
TSLA,$TSLA ANOTHER low of day forming! LMAO,ANOTHER low of day forming!,ANOTHER low of day forming!
TSLA,$NKLR come here $TSLA $OKLO $BTC.X,,
TSLA,$TSLA    MAC D swinging twisting  bottom hit heading to $450 +   Love Fridays  !    TSLA,MAC D swinging twisting bottom hit heading to Love Fridays !,MAC D swinging twisting bottom hit heading to Love Fridays !
TSLA,$TSLA literally sub 430,,
TSLA,$TSLA All bulls lock profits at 450 and now we buy the dip....you guys make some because on monday you will need to avg it!!,All bulls lock profits at 450 and now we buy the dip....you guys make some because on monday you will need to avg it!!,All bulls lock profits at 450 and now we buy the dip....you guys make some because on monday you will need to avg it!!
TSLA,$TSLA test vwap or let’s flush under 430 baby 😂,test vwap or let s flush under 430 baby,test vwap or let s flush under 430 baby
TSLA,$TSLA 🚀 breaking out again — bulls keep winning 💪”,breaking out again bulls keep winning,breaking out again bulls keep winning
TSLA,$TSLA any knowledgeable trader know where this lands!! Today,any knowledgeable trader know where this lands!!,any knowledgeable trader know where this lands!!
TSLA,$TSLA  freegame plans with no subscription! While gurus had you buying top🛝🧱♿️,freegame plans with no subscription!,freegame plans with no subscription!
TSLA,$TSLA bought back 432’s at 2.70 could be bangers again or tight stoploss 😂,bought back 432 s at 2.70 could be bangers again or tight stoploss,bought back 432 s at 2.70 could be bangers again or tight stoploss
TSLA,$TSLA,,
TSLA,$TSLA   IMPORTANT SHAREHOLDER NOTICE    Tesler Q4 earnings will be reported in Indian rupees.,IMPORTANT SHAREHOLDER NOTICE Tesler Q4 earnings will be reported in Indian rupees.,IMPORTANT SHAREHOLDER NOTICE Tesler Q4 earnings will be reported in Indian rupees.
TSLA,$TSLA  never!!!😂😂😂😂,,
TSLA,$TSLA fair value should be 300,fair value should be 300,fair value should be 300
TSLA,$IONQ $TSLA  yesterday deep in the cave....😂😂😂😂monday get ready!!!,yesterday deep in the cave.... monday get ready!!!,yesterday deep in the cave.... monday get ready!!!
TSLA,"$IONQ  crash 50% at earnings  As no revenue burning cash flow meme,  $TSLA cooling","crash 50 at earnings As no revenue burning cash flow meme, cooling","crash 50 at earnings As no revenue burning cash flow meme, cooling"
TSLA,$TSLA  we.... and we still buying!!!,,
TSLA,$TSLA Like I said dropping back down to 408,Like I said dropping back down to 408,Like I said dropping back down to 408
TSLA,$TSLA OVER 437 And downtrend breaks.  Till then waiting to see if panicans sell lower or we reclaim that area.,OVER 437 And downtrend breaks.,OVER 437 And downtrend breaks.
TSLA,$TSLA wonder if voter board speaking loud enough for Elon 😂,wonder if voter board speaking loud enough for Elon,wonder if voter board speaking loud enough for Elon
TSLA,"$TSLA its ok, it will recover friday and end of the month, relax.","its ok, it will recover friday and end of the month, relax.","its ok, it will recover friday and end of the month, relax."
TSLA,$NFLX $TSLA buy only when I buy in. You have been warned. See you next week. My old yacht is calling and need a Thanksgiving gift.,buy only when I buy in.,buy only when I buy in.
TSLA,"$TSLA market may top here, another ai sell off will bring this to 400$ fast.,","market may top here, another ai sell off will bring this to 400 fast.,","market may top here, another ai sell off will bring this to 400 fast.,"
TSLA,$TSLA could we get a sub $420 close?,could we get a sub close?,could we get a sub close?
TSLA,$TSLA,,
TSLA,"$TSLA Litearlly, who bought this?!?! LOLLLLL","Litearlly, who bought this?!?!","Litearlly, who bought this?!?!"
TSLA,$TSLA seriously wtf,,
TSLA,$TSLA Did you read my repost from this morning? I told you! This guy is almost always spot on.,Did you read my repost from this morning?,Did you read my repost from this morning?
TSLA,$TSLA What&#39;s 1 + 1 ?? 2.. BUT    1 + 1 + an incompetent CEO = SELL OFF,What s 1 1 ??,What s 1 1 ??
TSLA,$AMD options close at 250 today. .. can&#39;t do much $PLTR 185 close $TSLA where is the bottom today? Leaking all day... $MSFT 525...,can t do much 185 close where is the bottom today?,can t do much 185 close where is the bottom today?
TSLA,$TSLA tesla always does rhis,tesla always does rhis,tesla always does rhis
TSLA,$TSLA Just erased all last weeks gains and then some LOL!!!!,Just erased all last weeks gains and then some LOL!!!!,Just erased all last weeks gains and then some LOL!!!!
TSLA,$TSLA,,
TSLA,"$TSLA -$20.00 INCOMING, YOU&#39;RE ALL DONE FOR",".00 INCOMING, YOU RE ALL DONE FOR",".00 INCOMING, YOU RE ALL DONE FOR"
TSLA,$TSLA warned if market dorps this will plummet.,warned if market dorps this will plummet.,warned if market dorps this will plummet.
TSLA,$TSLA I keep waiting for a fast dump any min but just slow and steady can’t hold odtes long when it’s slow 😂✌️,I keep waiting for a fast dump any min but just slow and steady can t hold odtes long when it s slow,I keep waiting for a fast dump any min but just slow and steady can t hold odtes long when it s slow
TSLA,$TSLA HOW LOW WILL SHE GO!!!!!!!!!!!!!!!!!!!!!!!!!!!!! WOO!!!!!,HOW LOW WILL SHE GO!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,HOW LOW WILL SHE GO!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
TSLA,$TSLA if it goes down 1% then bears states to make predictions,if it goes down 1 then bears states to make predictions,if it goes down 1 then bears states to make predictions
TSLA,$TSLA gains erased,,
TSLA,$TSLA PUT volume big for 400 next week. Take profits and get in lower,PUT volume big for 400 next week.,PUT volume big for 400 next week.
TSLA,$TSLA 4️⃣4️⃣4️⃣ today,4 4 4 today,4 4 4 today
TSLA,$TSLA NEW LOW OF DAY!!!!! WELCOME TO THE PARTY BAG HOLDERS. NEXT STOP $380,NEW LOW OF DAY!!!!!,NEW LOW OF DAY!!!!!
TSLA,$TSLA might snatch up 430’s after next leg down 😂,might snatch up 430 s after next leg down,might snatch up 430 s after next leg down
TSLA,$SPY $TSLA rip,,
TSLA,$TSLA think it&#39;s going to find the 200 day moving average. $340 ..,think it s going to find the 200 day moving average.,think it s going to find the 200 day moving average.
TSLA,$TSLA,,
TSLA,$TSLA wow NDX going if it goes hard Tesla leads the way.,wow NDX going if it goes hard Tesla leads the way.,wow NDX going if it goes hard Tesla leads the way.
TSLA,$TSLA !!!!!BOOM!!!!!,,
TSLA,$TSLA push into the weekend or will it fade all night?,push into the weekend or will it fade all night?,push into the weekend or will it fade all night?
TSLA,$TSLA,,
TSLA,$TSLA The Robotaxi / &quot;autonomy&quot; moat that accounts for a large part of Tesla&#39;s valuation is pretty much fake.... 2026 will be quite the year.    https://www.pymnts.com/partnerships/2025/nvidia-and-uber-join-forces-to-accelerate-autonomous-driving/,The Robotaxi quot autonomy quot moat that accounts for a large part of Tesla s valuation is pretty much fake....,The Robotaxi quot autonomy quot moat that accounts for a large part of Tesla s valuation is pretty much fake....
TSLA,$TSLA the real reaction to earnings is today and the next few weeks and months. GLTA.,the real reaction to earnings is today and the next few weeks and months.,the real reaction to earnings is today and the next few weeks and months.
TSLA,$F does seem crazy cheap compared to $TSLA Up 40% YTD now.,does seem crazy cheap compared to Up 40 YTD now.,does seem crazy cheap compared to Up 40 YTD now.
TSLA,$TSLA THE NEXT WAVE DOWN IS FORMING. TRIED TO WARN YOU!!!!!,THE NEXT WAVE DOWN IS FORMING.,THE NEXT WAVE DOWN IS FORMING.
TSLA,"$TSLA $IONQ $RGTI  one day wake up big 10pt drop , or 50% crash","one day wake up big 10pt drop , or 50 crash","one day wake up big 10pt drop , or 50 crash"
TSLA,"$BYND Retail doesn’t forget 📚 $BYND is round 2 of the short war 💎🦍 $TSLA’s moon, $NVDA’s AI — but this is pure squeeze energy 🚀.","Retail doesn t forget is round 2 of the short war s moon, s AI but this is pure squeeze energy .","Retail doesn t forget is round 2 of the short war s moon, s AI but this is pure squeeze energy ."
TSLA,$TSLA l must say Tesla at 1.5 trillion is proof America’s financial complex is flush with money. It’s extraordinary.,l must say Tesla at 1.5 trillion is proof America s financial complex is flush with money.,l must say Tesla at 1.5 trillion is proof America s financial complex is flush with money.
TSLA,$TSLA 420 would be nice!!,420 would be nice!!,420 would be nice!!
TSLA,"$BYND isn’t a trade, it’s a statement 💎🦍 They bet against innovation again. We bet against their arrogance 🔥 Forget $MSFT and $TSLA — this is the new chapter.",We bet against their arrogance Forget and this is the new chapter.,We bet against their arrogance Forget and this is the new chapter.
TSLA,$TSLA what&#39;s up tesler people,what s up tesler people,what s up tesler people
TSLA,$TSLA CLOSING BELOW $430.00 BRO,CLOSING BELOW .00 BRO,CLOSING BELOW .00 BRO
TSLA,$TSLA YOU&#39;RE ALL LITERALLY SCROOGED,YOU RE ALL LITERALLY SCROOGED,YOU RE ALL LITERALLY SCROOGED
TSLA,$TSLA typical recovery into power hour,typical recovery into power hour,typical recovery into power hour
TSLA,"$BYND Paper hands watch. Diamond hands win 💎🦍 $BYND is coiled tighter than ever 🚀 Forget $TSLA, forget $GME — this is where legends are made.","Diamond hands win is coiled tighter than ever Forget , forget this is where legends are made.","Diamond hands win is coiled tighter than ever Forget , forget this is where legends are made."
TSLA,$NFLX $TSLA 😅,,
TSLA,$TSLA powell going to pump it today. meeting starting soon,powell going to pump it today.,powell going to pump it today.
TSLA,$TSLA THERE HAVE BEEN 4!!!!! EACH ONE WORSE THAN THE LAST!!!,THERE HAVE BEEN 4!!!!!,THERE HAVE BEEN 4!!!!!
TSLA,"$BYND is the calm before the squeeze 🌪️💎 Hedge funds think it’s over — we’re just getting started 🚀 Forget $TSLA, $AAPL, $NVDA — this one’s personal.","is the calm before the squeeze Hedge funds think it s over we re just getting started Forget , , this one s personal.","is the calm before the squeeze Hedge funds think it s over we re just getting started Forget , , this one s personal."
TSLA,$TSLA Elon buying ?,,
TSLA,$TSLA I FRICKING TOLD YOU!!!!!     QUADRUPLE HEAD AND SHOULDERS PATTERN  HEAD IS FORMED  NEXT DROP TO BE SUBSTANTIAL!!!!!,I FRICKING TOLD YOU!!!!!,I FRICKING TOLD YOU!!!!!
TSLA,$TSLA $417 holds up as the base level of support even on the daily chart dating back even further.,holds up as the base level of support even on the daily chart dating back even further.,holds up as the base level of support even on the daily chart dating back even further.
TSLA,"$TSLA they pumped this up to get us all in above 440. Don’t hold the bag too long, manipulation",they pumped this up to get us all in above 440.,they pumped this up to get us all in above 440.
TSLA,$TSLA THE DROP!!!!!,,
TSLA,$TSLA lots of fumo postings here.,lots of fumo postings here.,lots of fumo postings here.
TSLA,$TSLA Close above 450,,
TSLA,$TSLA I am holding puts so l am not Complaining here but we have to be honest the downtrend is not as easy as it looks. There are strong forces keeping this from dropping straight through to 420.,I am holding puts so l am not Complaining here but we have to be honest the downtrend is not as easy as it looks.,I am holding puts so l am not Complaining here but we have to be honest the downtrend is not as easy as it looks.
TSLA,$TSLA spiked to load short before makret drops and this really tanks.,spiked to load short before makret drops and this really tanks.,spiked to load short before makret drops and this really tanks.
TSLA,"$TSLA HEAD FORMED, NOW THE NEXT DROP. GONNA BE A BIG ONE!!!!!!!!","HEAD FORMED, NOW THE NEXT DROP.","HEAD FORMED, NOW THE NEXT DROP."
TSLA,"$TSLA  fight, survive, breathe. There’s no other way",,
TSLA,$TSLA when we pass 440$ then it goes up nonstop,when we pass 440 then it goes up nonstop,when we pass 440 then it goes up nonstop
TSLA,$TSLA cap,,
TSLA,"$TSLA THIS IS SCARY, THE HEAD IS FORMING ON THE SHOULDERS, ABOUT TO GO SUB 430 AFTER THIS SELL OFF. WATCH OUT!!!","THIS IS SCARY, THE HEAD IS FORMING ON THE SHOULDERS, ABOUT TO GO SUB 430 AFTER THIS SELL OFF.","THIS IS SCARY, THE HEAD IS FORMING ON THE SHOULDERS, ABOUT TO GO SUB 430 AFTER THIS SELL OFF."
TSLA,$TSLA out there ✌️,,
TSLA,$TSLA,,
TSLA,$TSLL $TSLA Here we go BEACHES !!!!,Here we go BEACHES !!!!,Here we go BEACHES !!!!
TSLA,$TSLA definitely bangers 😂,,
TSLA,$TSLA Glad I got out yesterday. But back in the $300&#39;s,Glad I got out yesterday.,Glad I got out yesterday.
TSLA,$TSLA BOA SAYS SELL ???????,BOA SAYS SELL ???????,BOA SAYS SELL ???????
TSLA,$TSLA that’s because people TO THIS DAY fail to understand that when you have behemoths like $SPY and $QQQ   The delta hedging options they have across 130+ stocks always creates an outlier.  And the outlier is always in the options sweeps and it’s mapped out the entire week.  If we break 432.5 - 430 this thing will turn into an absolute blood bath.   All of a sudden everyone will flock to follow me 😂   Glad those who listened learned their lesson on how opex delta hedging works. It’s how we whales navigate while retail chases,that s because people TO THIS DAY fail to understand that when you have behemoths like and The delta hedging options they have across 130 stocks always creates an outlier.,that s because people TO THIS DAY fail to understand that when you have behemoths like and The delta hedging options they have across 130 stocks always creates an outlier.
TSLA,Market all day pump $SPY $QQQ while $TSLA all day dump    Now you can see how sht earning was yesterday.. Only recover due to so many call buyers and big money wanted to get paid    This rigged market is all about BIG BOYS money rotation     Once they start buying PUT ; watch OUT,Market all day pump while all day dump Now you can see how sht earning was yesterday..,Market all day pump while all day dump Now you can see how sht earning was yesterday..
TSLA,$TSLA RED CANDLE GALORE,,
TSLA,"$TSLA no autonomous taxi permits this or next year, no money. No robot sales this or next year (don&#39;t believe it, they won&#39;t even have hands next year) no money. No more government subsidy, no sales, no money. Energy storage is not worth money (especially to Tesla), no money","no autonomous taxi permits this or next year, no money. | Energy storage is not worth money especially to Tesla , no money","no autonomous taxi permits this or next year, no money. Energy storage is not worth money especially to Tesla , no money"
TSLA,$TSLA Watch here to see if downtrend breaks and its taco time,Watch here to see if downtrend breaks and its taco time,Watch here to see if downtrend breaks and its taco time
TSLA,"Holding the line at $7, eyes on the close. Weekend starts when $NIO says so. ✅🚀 SELL $TSLA BUY $NIO | NIO100 💚 https://fightingmachine.us/products/nio100-1",,
TSLA,"$TSLA Unless you know how to read charts, GTFO imo - this is going - $ 20.00 on the day","Unless you know how to read charts, GTFO imo this is going 20.00 on the day","Unless you know how to read charts, GTFO imo this is going 20.00 on the day"
TSLA,$TSLA im swinging puts 😄 fuck it see yall monday,im swinging puts fuck it see yall monday,im swinging puts fuck it see yall monday
TSLA,$TSLA,,
TSLA,$TSLA,,
TSLA,"$TSLA been saying this all morning. Quadruple head and shoulders on the chart. Last time I saw that, the stock broke down 20% in 2 days",been saying this all morning.,been saying this all morning.
TSLA,$TSLA $417 is the bottom level of support on the 4-hour chart dating back at least a month. I think you go long here.,is the bottom level of support on the 4 hour chart dating back at least a month.,is the bottom level of support on the 4 hour chart dating back at least a month.
TSLA,"$TSLA CRAZY Ascending Wedge Pattern forming on the indexes. Guys, GTFO now.",CRAZY Ascending Wedge Pattern forming on the indexes.,CRAZY Ascending Wedge Pattern forming on the indexes.
TSLA,$TSLA,,
TSLA,"$TSLA Can&#39;t for the life of itself, hold on","Can t for the life of itself, hold on","Can t for the life of itself, hold on"
TSLA,$TSLA close green,,
TSLA,$TSLA,,
TSLA,$TSLA  wtf 😄,,
TSLA,$TSLA NO BODY IS BUYING THIS FAILING TRASH HEAP,NO BODY IS BUYING THIS FAILING TRASH HEAP,NO BODY IS BUYING THIS FAILING TRASH HEAP
TSLA,$TSLA GOOOOOOOOO,,
TSLA,$TSLA why are we turtle racing .. Longest slowest grind I have ever been apart of!,why are we turtle racing ..,why are we turtle racing ..
TSLA,$TSLA 432’s could be bangers this low my new hedge 😂✌️,432 s could be bangers this low my new hedge,432 s could be bangers this low my new hedge
TSLA,$TSLA imagine buying @450 this morning,imagine buying this morning,imagine buying this morning
TSLA,$TSLA bounce bistch,,
TSLA,$TSLA Wha happen? Another &quot;self-driving&quot; car blow up? Mars colony run out of food?,,
TSLA,$TSLA book value is $69,,
TSLA,"$TSLA WHAT YOU RETAIL BAG HOLDERS LOOK LIKE NOW. ENJOY!!!! GOBBLE GOBBLE, YOU JUST LOST IT ALL",WHAT YOU RETAIL BAG HOLDERS LOOK LIKE NOW.,WHAT YOU RETAIL BAG HOLDERS LOOK LIKE NOW.
TSLA,"They call it risky. We call it strategy 💎🦍 $BYND float is tight, shorts are panicking 🚀 Forget $TSLA, forget $NVDA — this is the people’s stock now.","We call it strategy float is tight, shorts are panicking Forget , forget this is the people s stock now.","We call it strategy float is tight, shorts are panicking Forget , forget this is the people s stock now."
TSLA,$TSLA 420 close,,
TSLA,$TSLA The bright side is not having to pay capital gains from yesterday 😆,The bright side is not having to pay capital gains from yesterday,The bright side is not having to pay capital gains from yesterday
TSLA,$TSLA i guess it was all fake pump yesterday lol,i guess it was all fake pump yesterday lol,i guess it was all fake pump yesterday lol
TSLA,$TSLA today was 50/50. Lets be real 😄,today was 50 50.,today was 50 50.
TSLA,$TSLA that&#39;s musks nhtsa that he paid for now. It&#39;s not always a conspiracy,that s musks nhtsa that he paid for now.,that s musks nhtsa that he paid for now.
TSLA,$TSLA how’s Elon going to eff shorts before market closes?,how s Elon going to eff shorts before market closes?,how s Elon going to eff shorts before market closes?
TSLA,$TSLA RETAIL JUST GOT BENT OVER,RETAIL JUST GOT BENT OVER,RETAIL JUST GOT BENT OVER
TSLA,$TSLA zero rebound? That’s gross,,
TSLA,$TSLA   Imagine being a fund manager  and having to explain why you bought a 250 P/E stock with 4 consecutive years of declining profits. &quot;but it&#39;s got AI&quot; !  .,Imagine being a fund manager and having to explain why you bought a 250 P E stock with 4 consecutive years of declining profits.,Imagine being a fund manager and having to explain why you bought a 250 P E stock with 4 consecutive years of declining profits.
TSLA,$TSLA dump this turd,,
TSLA,$TSLA fabricated pump yesterday to get the institutes out before the Dampppp?,fabricated pump yesterday to get the institutes out before the Dampppp?,fabricated pump yesterday to get the institutes out before the Dampppp?
TSLA,$TSLA How is this trash not trending? it&#39;s having one of it&#39;s worst days since March 2020!!!!!!!!!!!!,How is this trash not trending?,How is this trash not trending?
TSLA,$TSLA How is this a growth company?,How is this a growth company?,How is this a growth company?
